date,seasonality,trend,noise,sales_amt
2015-03-03,4337.281773647984,610,4080.78367526454,29028.065448912523
2015-03-04,4379.458525721215,620,769.6788019885506,25769.137327709766
2015-03-05,4420.337549716818,630,447.92771192130635,25498.265261638124
2015-03-06,4459.906732297743,640,-1407.4808232570651,23692.425909040678
2015-03-07,4498.154348261216,650,-655.9384788780019,24492.215869383217
2015-03-08,4535.06906401318,660,1820.1642315641657,27015.233295577345
2015-03-09,4570.639940926669,670,-211.1511861384448,25029.48875478822
2015-03-10,4604.856438583173,680,-3170.208675267831,22114.647763315344
2015-03-11,4637.708417895983,690,-68.31366721942035,25259.394750676565
2015-03-12,4669.186144114626,700,-287.51727939802026,25081.668864716605
2015-03-13,4699.280289709477,710,-3503.6580198792776,21905.6222698302
2015-03-14,4727.9819371357125,720,3375.2863354929796,28823.26827262869
2015-03-15,4755.282581475768,730,-686.40693585111,24798.875645624656
2015-03-16,4781.174132959528,740,-1386.3666581395767,24134.80747481995
2015-03-17,4805.648919361503,750,285.8290753700935,25841.4779947316
2015-03-18,4828.699688274274,760,693.0763310597645,26281.77601933404
2015-03-19,4850.319609257535,770,-580.5012312513104,25039.818378006225
2015-03-20,4870.502275862103,780,-410.73435427224,25239.76792158986
2015-03-21,4889.241707528284,790,877.5380232522153,26556.779730780498
2015-03-22,4906.532351358047,800,1360.0605954367588,27066.592946794808
2015-03-23,4922.369083760461,810,-4258.718247885877,21473.65083587458
2015-03-24,4936.747211969931,820,601.6391052568326,26358.386317226763
2015-03-25,4949.662475436765,830,1174.0212335799135,26953.68370901668
2015-03-26,4961.111047089661,840,-2853.246573120825,22947.864473968835
2015-03-27,4971.08953446976,850,2706.1316414366906,28527.221175906452
2015-03-28,4979.594980735896,860,1061.0407588781409,26900.635739614037
2015-03-29,4986.624865540777,870,3107.9520721260565,28964.576937666832
2015-03-30,4992.177105777821,880,-228.91710481984913,25643.260000957973
2015-03-31,4996.250056198417,890,685.2512046328701,26571.501260831286
2015-04-01,4998.842509899454,900,892.842397942333,26791.684907841787
2015-04-02,4999.953698680951,910,3539.851102787822,29449.804801468774
2015-04-03,4999.583293273689,920,4542.960819594035,30462.544112867723
2015-04-04,4997.731403436786,930,-857.4848703483365,25070.24653308845
2015-04-05,4994.398577925168,940,-3311.4027496752815,22622.995828249885
2015-04-06,4989.585804326961,950,670.5334116326932,26610.119215959654
2015-04-07,4983.29450877085,960,3075.7931352463766,29019.08764401723
2015-04-08,4975.5265555034875,970,-3440.313284999253,22505.21327050423
2015-04-09,4966.284246337072,980,-839.4304079269762,25106.853838410098
2015-04-10,4955.5703199672735,990,282.0668224380673,26227.63714240534
2015-04-11,4943.3879511617015,1000,-88.95415309752525,25854.433798064176
2015-04-12,4929.740749819152,1010,-486.40775393467385,25453.33299588448
2015-04-13,4914.632759899911,1020,981.8088580632296,26916.44161796314
2015-04-14,4898.068458227451,1030,-80.36923881853018,25847.69921940892
2015-04-15,4880.052753161842,1040,-926.9745654501737,24993.078187711668
2015-04-16,4860.590983145306,1050,1768.5842212259552,27679.175204371262
2015-04-17,4839.688915120321,1060,-1056.3443321174457,24843.344583002876
2015-04-18,4817.352742820744,1070,4006.555323566964,29893.90806638771
2015-04-19,4793.589084936482,1080,2332.788398391938,28206.37748332842
2015-04-20,4768.404983152229,1090,-1567.4748070581948,24290.930176094033
2015-04-21,4741.807900060858,1100,-1089.41300397667,24752.394896084184
2015-04-22,4713.8057169521035,1110,2623.127365179303,28446.933082131407
2015-04-23,4684.406731477157,1120,-495.715261511671,25308.691469965484
2015-04-24,4653.6196551898975,1130,1446.0364352146687,27229.656090404565
2015-04-25,4621.453610965467,1140,-432.90024531346506,25328.553365652002
2015-04-26,4587.918130296968,1150,836.5591846688699,26574.477314965836
2015-04-27,4553.023150471082,1160,1808.052324934795,27521.075475405876
2015-04-28,4516.779011623423,1170,761.5384296507838,26448.31744127421
2015-04-29,4479.1964536745445,1180,-1600.4269554859482,24058.769498188594
2015-04-30,4440.286613147466,1190,2217.1374863311516,27847.424099478616
2015-05-01,4400.061019867679,1200,-5426.370168959768,20173.69085090791
2015-05-02,4358.53159354661,1210,2134.310015506546,27702.841609053154
2015-05-03,4315.710640249557,1220,1603.1326214432029,27138.84326169276
2015-05-04,4271.610848749136,1230,249.11727579708972,25750.728124546225
2015-05-05,4226.245286765316,1240,1884.2685076069843,27350.5137943723
2015-05-06,4179.627397093186,1250,481.0324348436473,25910.659831936835
2015-05-07,4131.770993619548,1260,-1268.0640883231422,24123.706905296403
2015-05-08,4082.6902572295808,1270,-3761.4210173033293,21591.269239926252
2015-05-09,4032.3997316047244,1280,-663.524419542248,24648.875312062475
2015-05-10,3980.914318913079,1290,-2544.1736521845623,22726.740666728514
2015-05-11,3928.249275393573,1300,3553.9079691354254,28782.157244529
2015-05-12,3874.4202068352033,1310,302.350219606496,25486.770426441697
2015-05-13,3819.4430639527136,1320,1368.014651447621,26507.457715400335
2015-05-14,3763.334137660043,1330,852.1844060197219,25945.518543679766
2015-05-15,3706.11005424298,1340,-4202.205876943348,20843.904177299635
2015-05-16,3647.787770432438,1350,1015.7661978092194,26013.553968241657
2015-05-17,3588.38456837981,1360,-2374.8937445919582,22573.49082378785
2015-05-18,3527.91805053589,1370,3721.0187831364074,28618.9368336723
2015-05-19,3466.4061344348884,1380,1231.0084690214899,26077.41460345638
2015-05-20,3403.8670473850807,1390,-2010.077867268578,22783.789180116502
2015-05-21,3340.3193210676673,1400,1775.3056606419293,26515.6249817096
2015-05-22,3275.7817860454265,1410,-1665.9453681441444,23019.836417901282
2015-05-23,3210.2735661828187,1420,543.6974065647925,25173.97097274761
2015-05-24,3143.814072979172,1430,-373.90421303751606,24199.909859941654
2015-05-25,3076.422999816638,1440,1668.3259506525585,26184.748950469195
2015-05-26,3008.120316124613,1450,-3813.001936559516,20645.118379565098
2015-05-27,2938.9262614623663,1460,1259.7893927781925,25658.715654240557
2015-05-28,2868.861339521623,1470,-3166.47623830177,21172.385101219854
2015-05-29,2797.9463120508826,1480,1014.6607858197747,25292.607097870656
2015-05-30,2726.2021927032547,1490,-2629.2128883709024,21586.989304332354
2015-05-31,2653.6502408096667,1500,-3038.031017300879,21115.619223508787
2015-06-01,2580.311955079264,1510,-2406.881396772937,21683.43055830633
2015-06-02,2506.209067228879,1520,-2115.0356948648428,21911.173372364035
2015-06-03,2431.36353554345,1530,-356.00922475602226,23605.35431078743
2015-06-04,2355.7975383693188,1540,2259.4314654224627,26155.22900379178
2015-06-05,2279.533467542294,1550,-1355.4735852099407,22474.059882332353
2015-06-06,2202.593921752475,1560,-1912.7205805091544,21849.87334124332
2015-06-07,2125.0016998477704,1570,1253.995317801444,24948.997017649213
2015-06-08,2046.7797940781065,1580,1481.530788788965,25108.31058286707
2015-06-09,1967.9513832823334,1590,790.1346168164429,24348.086000098774
2015-06-10,1888.5398260198244,1600,-1029.6077451515132,22458.93208086831
2015-06-11,1808.5686536488383,1610,1054.1503731699454,24472.719026818784
2015-06-12,1728.0615633536675,1620,-6643.132675375207,16704.92888797846
2015-06-13,1647.042411122652,1630,-37.88188482912542,23239.160526293526
2015-06-14,1565.5352046791345,1640,-202.03014051343217,23003.505064165704
2015-06-15,1483.5640963674537,1650,-649.8944642331357,22483.669632134315
2015-06-16,1401.1533759960791,1660,2692.9438406265413,25754.09721662262
2015-06-17,1318.3274636400351,1670,-2808.9498098249587,20179.377653815078
2015-06-18,1235.1109024046775,1680,3830.9886311100076,26746.099533514687
2015-06-19,1151.528351153061,1690,707.4971724760694,23549.02552362913
2015-06-20,1067.6045771989807,1700,286.8705460668097,23054.47512326579
2015-06-21,983.3644489678824,1710,1461.8335346838983,24155.19798365178
2015-06-22,898.8329286278118,1720,222.58364022779466,22841.41656885561
2015-06-23,814.0350646925856,1730,2542.5069754982783,25086.542040190867
2015-06-24,728.9959845993754,1740,2875.127854339621,25344.123838939
2015-06-25,643.7408872629067,1750,-136.90631449511193,22256.834572767795
2015-06-26,558.2950356084756,1760,-1545.488629826909,20772.806405781568
2015-06-27,472.68374908599566,1770,538.222256131875,22780.90600521787
2015-06-28,386.9323961673151,1780,-1372.1469214394808,20794.785474727832
2015-06-29,301.0663868289651,1790,-1416.658650346865,20674.407736482102
2015-06-30,215.11116502265295,1800,-1520.5791350837749,20494.532029938877
2015-07-01,129.09220113566542,1810,-108.53202593621828,21830.560175199447
2015-07-02,43.0349844434435,1820,-2261.636007104495,19601.398977338948
2015-07-03,-43.034984443440045,1830,2622.015325962761,24408.980341519324
2015-07-04,-129.09220113566198,1840,-683.2147272885236,21027.693071575814
2015-07-05,-215.1111650226517,1850,-1912.587148194893,19722.301686782455
2015-07-06,-301.06638682896386,1860,-1622.713579636288,19936.220033534748
2015-07-07,-386.9323961673161,1870,990.164996562903,22473.23260039559
2015-07-08,-472.68374908599657,1880,-913.8589468381326,20493.45730407587
2015-07-09,-558.2950356084721,1890,-402.7340042536426,20928.970960137885
2015-07-10,-643.7408872629032,1900,244.2600055315146,21500.519118268614
2015-07-11,-728.9959845993723,1910,-903.4361282489414,20277.567887151687
2015-07-12,-814.0350646925823,1920,2990.2594068475096,24096.224342154925
2015-07-13,-898.8329286278107,1930,645.3679369425219,21676.535008314713
2015-07-14,-983.3644489678812,1940,-4005.57605957295,16951.05949145917
2015-07-15,-1067.6045771989795,1950,4024.6424810989065,24907.037903899924
2015-07-16,-1151.52835115306,1960,-1201.99072353784,19606.480925309097
2015-07-17,-1235.1109024046766,1970,-507.9157903702055,20226.973307225115
2015-07-18,-1318.3274636400363,1980,4081.891767396457,24743.564303756422
2015-07-19,-1401.1533759960803,1990,115.67751446470166,20704.52413846862
2015-07-20,-1483.5640963674505,2000,-432.69997187675915,20083.73593175579
2015-07-21,-1565.5352046791336,2010,-403.7865276860253,20040.67826763484
2015-07-22,-1647.042411122651,2020,-723.6392725534452,19649.318316323905
2015-07-23,-1728.0615633536663,2030,337.3734125995408,20639.311849245874
2015-07-24,-1808.5686536488372,2040,1708.8412468987353,21940.2725932499
2015-07-25,-1888.5398260198233,2050,-203.9678514712771,19957.4923225089
2015-07-26,-1967.9513832823325,2060,-3417.506943813557,16674.54167290411
2015-07-27,-2046.7797940781056,2070,-2124.729456249873,17898.490749672023
2015-07-28,-2125.0016998477695,2080,3217.595215857382,23172.593516009612
2015-07-29,-2202.593921752476,2090,2802.416932292973,22689.8230105405
2015-07-30,-2279.533467542295,2100,847.5762375386544,20668.04276999636
2015-07-31,-2355.79753836932,2110,-1956.2126326832204,17797.98982894746
2015-08-01,-2431.363535543451,2120,-3870.97372729851,15817.662737158038
2015-08-02,-2506.2090672288778,2130,992.2458446600438,20616.036777431167
2015-08-03,-2580.311955079263,2140,360.5624773247631,19920.2505222455
2015-08-04,-2653.650240809666,2150,-397.0059318739213,19099.343827316414
2015-08-05,-2726.202192703254,2160,-4777.419781510117,14656.378025786627
2015-08-06,-2797.9463120508817,2170,457.9981015610265,19830.051789510144
2015-08-07,-2868.8613395216216,2180,1859.9002653343257,21171.038925812703
2015-08-08,-2938.9262614623667,2190,722.0047640380733,19973.078502575707
2015-08-09,-3008.1203161246135,2200,1758.8985660029373,20950.778249878324
2015-08-10,-3076.422999816639,2210,4884.465772971846,24018.042773155208
2015-08-11,-3143.8140729791726,2220,-1477.2053562641477,17598.980570756677
2015-08-12,-3210.273566182818,2230,1813.8498160815905,20833.57624989877
2015-08-13,-3275.781786045425,2240,785.0271987840434,19749.24541273862
2015-08-14,-3340.3193210676664,2250,-1028.3790141074048,17881.30166482493
2015-08-15,-3403.8670473850802,2260,-7040.676821000087,11815.456131614832
2015-08-16,-3466.4061344348856,2270,1801.06768074479,20604.661546309904
2015-08-17,-3527.9180505358872,2280,-3232.0969249706895,15519.98502449342
2015-08-18,-3588.3845683798077,2290,2718.7554696104967,21420.37090123069
2015-08-19,-3647.787770432438,2300,1131.6013475656807,19783.81357713324
2015-08-20,-3706.1100542429785,2310,4176.114805184037,22780.004750941058
2015-08-21,-3763.3341376600415,2320,-3832.7164455280113,14723.949416811945
2015-08-22,-3819.4430639527145,2330,2172.008870247235,20682.565806294522
2015-08-23,-3874.420206835203,2340,-3111.8515858933806,15353.728207271417
2015-08-24,-3928.249275393572,2350,-2592.6650272768366,15829.08569732959
2015-08-25,-3980.914318913077,2360,-3091.554687705344,15287.530993381579
2015-08-26,-4032.3997316047235,2370,2794.978536261937,21132.578804657212
2015-08-27,-4082.6902572295785,2380,2632.0436972955235,20929.353440065945
2015-08-28,-4131.770993619547,2390,-143.7218904005512,18114.507115979904
2015-08-29,-4179.6273970931825,2400,1485.1254764403502,19705.498079347166
2015-08-30,-4226.245286765316,2410,1817.1866982599504,20000.941411494634
2015-08-31,-4271.610848749135,2420,806.6656821328287,18955.054833383692
2015-09-01,-4315.710640249557,2430,-81.18711833925853,18033.102241411187
2015-09-02,-4358.531593546609,2440,4444.2563580847645,22525.724764538154
2015-09-03,-4400.061019867679,2450,-622.6324803526531,17427.30649977967
2015-09-04,-4440.286613147465,2460,656.7795678191117,18676.492954671645
2015-09-05,-4479.1964536745445,2470,-2627.6825838479526,15363.120962477504
2015-09-06,-4516.779011623421,2480,1122.1368603341991,19085.357848710777
2015-09-07,-4553.023150471081,2490,1049.650716684721,18986.62756621364
2015-09-08,-4587.918130296967,2500,694.1770128495814,18606.258882552615
2015-09-09,-4621.453610965467,2510,1432.090275426816,19320.63666446135
2015-09-10,-4653.619655189897,2520,3417.2453413956932,21283.625686205796
2015-09-11,-4684.406731477157,2530,-1126.1281763803738,16719.46509214247
2015-09-12,-4713.8057169521035,2540,2608.6131352957655,20434.807418343662
2015-09-13,-4741.807900060858,2550,1490.70176187196,19298.893861811102
2015-09-14,-4768.404983152227,2560,2810.9726765231567,20602.56769337093
2015-09-15,-4793.589084936482,2570,-533.4067103964003,17243.00420466712
2015-09-16,-4817.352742820743,2580,-336.23808574540084,17426.409171433857
2015-09-17,-4839.688915120321,2590,-1528.7930175931353,16221.518067286543
2015-09-18,-4860.5909831453055,2600,1068.4749815585433,18807.883998413236
2015-09-19,-4880.052753161841,2610,4026.855684088316,21756.802930926475
2015-09-20,-4898.068458227451,2620,254.39026885961997,17976.32181063217
2015-09-21,-4914.632759899911,2630,937.4426624996246,18652.80990259971
2015-09-22,-4929.7407498191515,2640,-1931.3418705586769,15778.91737962217
2015-09-23,-4943.3879511617015,2650,1602.6662765988829,19309.278325437183
2015-09-24,-4955.570319967273,2660,443.38959666046844,18147.819276693197
2015-09-25,-4966.284246337072,2670,2610.1994128456,20313.915166508526
2015-09-26,-4975.5265555034875,2680,976.0824538503714,18680.555898346887
2015-09-27,-4983.29450877085,2690,-2446.893651195605,15259.811840033544
2015-09-28,-4989.585804326961,2700,1837.9640810203466,19548.378276693384
2015-09-29,-4994.398577925168,2710,2775.049563340404,20490.650985415235
2015-09-30,-4997.731403436786,2720,1246.3212840504016,18968.589880613614
2015-10-01,-4999.583293273689,2730,-2503.6477177878855,15226.768988938426
2015-10-02,-4999.953698680951,2740,742.3205889600022,18482.366890279052
2015-10-03,-4998.842509899454,2750,3475.9012904276524,21227.058780528198
2015-10-04,-4996.250056198417,2760,1261.7466410506931,19025.496584852277
2015-10-05,-4992.177105777821,2770,2854.7162969635992,20632.53919118578
2015-10-06,-4986.624865540777,2780,-917.3531139522155,16876.022020507007
2015-10-07,-4979.594980735896,2790,3360.7647462194873,21171.16976548359
2015-10-08,-4971.08953446976,2800,-4291.981306538553,13536.929158991687
2015-10-09,-4961.111047089662,2810,-4296.9122498241495,13551.976703086191
2015-10-10,-4949.662475436765,2820,3319.6314641851136,21189.968988748347
2015-10-11,-4936.747211969931,2830,-4126.195022149292,13767.057765880778
2015-10-12,-4922.369083760462,2840,-3048.327236417299,14869.303679822238
2015-10-13,-4906.532351358047,2850,-114.64155407593056,17828.826094566022
2015-10-14,-4889.241707528284,2860,-4241.321463455883,13729.436829015835
2015-10-15,-4870.5022758621035,2870,179.47703688093097,18178.974761018824
2015-10-16,-4850.319609257535,2880,3703.962216016215,21733.64260675868
2015-10-17,-4828.699688274275,2890,765.6417061279212,18826.942017853646
2015-10-18,-4805.648919361503,2900,-2069.4723658280504,16024.878714810444
2015-10-19,-4781.174132959529,2910,1640.1792143918378,19769.00508143231
2015-10-20,-4755.282581475768,2920,-1585.6559758138824,16579.06144271035
2015-10-21,-4727.981937135714,2930,-1181.4649975859986,17020.553065278287
2015-10-22,-4699.280289709476,2940,-2774.7526389839413,15465.967071306583
2015-10-23,-4669.186144114626,2950,50.02439830012645,18330.838254185503
2015-10-24,-4637.708417895983,2960,-3044.272931571758,15278.018650532256
2015-10-25,-4604.856438583173,2970,2777.312065452514,21142.45562686934
2015-10-26,-4570.639940926669,2980,1422.2289590945234,19831.589018167855
2015-10-27,-4535.069064013181,2990,1423.3135581036638,19878.244494090482
2015-10-28,-4498.154348261217,3000,-233.3816163984508,18268.46403534033
2015-10-29,-4459.9067322977435,3010,-4382.483088947602,14167.610178754656
2015-10-30,-4420.337549716818,3020,-4267.458255894846,14332.204194388338
2015-10-31,-4379.4585257212175,3030,-562.4400667696286,18088.101407509155
2015-11-01,-4337.281773647986,3040,2047.0023049631498,20749.720531315164
2015-11-02,-4293.819791379015,3050,297.5050217668843,19053.68523038787
2015-11-03,-4249.085457637639,3060,-1668.3051649466488,17142.609377415713
2015-11-04,-4203.092028172392,3070,1736.8958400263923,20603.803811854
2015-11-05,-4155.853131829039,3080,1016.692674861924,19940.839543032882
2015-11-06,-4107.3827665120725,3090,-527.6083136745463,18455.00891981338
2015-11-07,-4057.6952950368054,3100,775.1192531561289,19817.42395811932
2015-11-08,-4006.805440873385,3110,2677.3928193797365,21780.587378506352
2015-11-09,-3954.728283783887,3120,-221.7976160442228,18943.47410017189
2015-11-10,-3901.47925535388,3130,1039.9074430434935,20268.428187689613
2015-11-11,-3847.074134419691,3140,855.8419250350314,20148.76779061534
2015-11-12,-3791.5290423928127,3150,-1066.0784746261256,18292.39248298106
2015-11-13,-3734.8604384827754,3160,-1293.5748979590471,18131.564663558176
2015-11-14,-3677.085114819929,3170,1429.9710201007688,20922.88590528084
2015-11-15,-3618.220191479562,3180,-880.2388398590622,18681.540968661375
2015-11-16,-3558.2831114088754,3190,3166.363790866257,22798.08067945738
2015-11-17,-3497.2916352582356,3200,1384.8643655791186,21087.572730320884
2015-11-18,-3435.2638361183376,3210,2522.3294803637164,22297.065644245376
2015-11-19,-3372.2180941647284,3220,-267.8080409654502,19579.973864869822
2015-11-20,-3308.173091211395,3230,3092.802177778319,23014.62908656692
2015-11-21,-3243.147805174909,3240,-31.17298070177021,19965.679214123324
2015-11-22,-3177.1615044508876,3250,576.4348938022151,20649.27338935133
2015-11-23,-3110.23374220434,3260,-1454.1745008415285,18695.59175695413
2015-11-24,-3042.384350575632,3270,-528.4228102053163,19699.192839219053
2015-11-25,-2973.6334348038204,3280,1830.7274888139743,22137.09405401015
2015-11-26,-2904.001367269006,3290,939.5427140496106,21325.541346780603
2015-11-27,-2833.508781455592,3300,267.22183933374066,20733.713057878147
2015-11-28,-2762.176565838101,3310,2794.893217170967,23342.716651332867
2015-11-29,-2690.0258576914957,3320,-368.56453617352696,20261.409606134977
2015-11-30,-2617.0780368277515,3330,2448.762511744522,23161.68447491677
2015-12-01,-2543.3547192605206,3340,499.8740353149334,21296.51931605441
2015-12-02,-2468.877750799887,3350,1844.4939026815514,22725.616151881666
2015-12-03,-2393.6692005789414,3360,1407.4293974464103,22373.760196867468
2015-12-04,-2317.751354514256,3370,-1959.729865856613,19092.51877962913
2015-12-05,-2241.1467087020533,3380,3496.3535999996507,24635.206891297596
2015-12-06,-2163.877962752158,3390,1378.5012934219453,22604.623330669787
2015-12-07,-2085.9680130615848,3400,1415.9496815697019,22729.981668508117
2015-12-08,-2007.4399460298685,3410,-1522.0614947394938,19880.498559230637
2015-12-09,-1928.317031218037,3420,-178.66751739881482,21313.015451383148
2015-12-10,-1848.6227144533657,3430,-364.1505539852195,21217.226731561415
2015-12-11,-1768.3806108818603,3440,444.1622677205954,22115.781656838735
2015-12-12,-1687.614497970567,3450,-1200.0569209832756,20562.328581046157
2015-12-13,-1606.3483084618258,3460,584.5308648610034,22438.182556399177
2015-12-14,-1524.606123281447,3470,-1368.1854775808483,20577.208399137704
2015-12-15,-1442.412164403049,3480,4278.851410420481,26316.43924601743
2015-12-16,-1359.790787670526,3490,-2048.3327316229675,20081.87648070651
2015-12-17,-1276.76647558094,3500,1630.777328163837,23854.0108525829
2015-12-18,-1193.36383002975,3510,982.5890737602531,23299.225243730503
2015-12-19,-1109.6075650208336,3520,1205.0253387381083,23615.417773717276
2015-12-20,-1025.5224993430963,3530,925.6497607229192,23430.12726137982
2015-12-21,-941.1335492162196,3540,-2490.89298457445,20107.973466209332
2015-12-22,-856.465720907389,3550,688.6143085061886,23382.1485875988
2015-12-23,-771.5441033214051,3560,-1478.1756497931347,21310.28024688546
2015-12-24,-686.393860566326,3570,4524.7503016142355,27408.356441047912
2015-12-25,-601.0402244967638,3580,1362.268022080068,24341.227797583306
2015-12-26,-515.5084872371772,3590,-1677.5198398250168,21396.971672937805
2015-12-27,-429.82399368723355,3600,1772.0098112357518,24942.185817548518
2015-12-28,-344.0121340116032,3610,-602.792633524791,22663.195232463608
2015-12-29,-258.09833611627084,3620,2215.253233064634,25577.154896948363
2015-12-30,-172.10805811372902,3630,-190.55613573528228,23267.33580615099
2015-12-31,-86.06678077917643,3640,2587.16160280749,26141.094822028314
2016-01-01,3.216245299353273e-12,3650,-361.1100549282288,23288.889945071776
2016-01-02,86.06678077916952,3660,-1396.027855241729,22350.03892553744
2016-01-03,172.10805811373103,3670,1785.5696081723631,25627.677666286094
2016-01-04,258.098336116264,3680,2498.6421151567283,26436.74045127299
2016-01-05,344.0121340116007,3690,-686.7266803757482,23347.285453635854
2016-01-06,429.82399368723105,3700,-1658.5413687050045,22471.282624982225
2016-01-07,515.5084872371747,3710,751.7950520227115,24977.303539259887
2016-01-08,601.0402244967613,3720,-1048.4667728836494,23272.573451613112
2016-01-09,686.3938605663235,3730,3366.214351373089,27782.608211939412
2016-01-10,771.544103321407,3740,-873.7759073426806,23637.768195978726
2016-01-11,856.4657209073865,3750,-1694.131893382348,22912.333827525035
2016-01-12,941.1335492162215,3760,1313.0010522153514,26014.13460143157
2016-01-13,1025.5224993430938,3770,1861.0429137881245,26656.56541313122
2016-01-14,1109.607565020827,3780,-2599.259936294008,22290.347628726817
2016-01-15,1193.3638300297475,3790,2209.495376224408,27192.859206254154
2016-01-16,1276.7664755809337,3800,-1603.6715550203269,23473.09492056061
2016-01-17,1359.790787670524,3810,-1166.767981015518,24003.022806655008
2016-01-18,1442.4121644030427,3820,98.8586953238267,25361.27085972687
2016-01-19,1524.6061232814407,3830,1596.717685948924,26951.32380923036
2016-01-20,1606.3483084618194,3840,-465.57253993375014,24980.77576852807
2016-01-21,1687.6144979705693,3850,711.3585618092958,26248.973059779863
2016-01-22,1768.3806108818583,3860,-691.779711692018,24936.600899189838
2016-01-23,1848.622714453368,3870,-1312.3683090203435,24406.254405433025
2016-01-24,1928.317031218035,3880,-517.6656668412643,25290.65136437677
2016-01-25,2007.4399460298664,3890,2364.3007492674533,28261.740695297318
2016-01-26,2085.968013061583,3900,-2284.192976595265,23701.775036466315
2016-01-27,2163.8779627521562,3910,2615.483138123614,28689.361100875773
2016-01-28,2241.146708702051,3920,-2378.674092192295,23782.472616509756
2016-01-29,2317.7513545142538,3930,2047.185514380828,28294.93686889508
2016-01-30,2393.6692005789396,3940,1699.3274269637388,28032.99662754268
